n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,B,knob_DATA_BLOCK,obj1,obj2
1501,1024,2,2,1,1,2,0,1048576,11.995436,43
1502,1024,2,2,1,1,2,0,524288,8.400565,61
1503,1024,2,2,1,1,2,0,262144,9.697877,128
1504,1024,2,2,1,1,4,0,1048576,10.374403,45
1505,1024,2,2,1,1,4,0,524288,9.756338,58
1506,1024,2,2,1,1,4,0,262144,9.005582,116
1507,1024,2,2,1,1,8,0,1048576,12.668494,49
1508,1024,2,2,1,1,8,0,524288,8.860895,50
1509,1024,2,2,1,1,8,0,262144,9.928634,121
1510,1024,2,2,1,1,16,0,1048576,10.190872,46
1511,1024,2,2,1,1,16,0,524288,9.924337,60
1512,1024,2,2,1,1,16,0,262144,8.782511,120
1513,1024,2,2,1,2,1,0,1048576,14.647076,60
1514,1024,2,2,1,2,1,0,524288,11.407571,103
1515,1024,2,2,1,2,1,0,262144,11.243178,116
1516,1024,2,2,1,2,2,0,1048576,14.623648,45
1517,1024,2,2,1,2,2,0,524288,11.641762,83
1518,1024,2,2,1,2,2,0,262144,11.920021,112
1519,1024,2,2,1,2,4,0,1048576,11.152885,45
1520,1024,2,2,1,2,4,0,524288,11.634756,91
1521,1024,2,2,1,2,4,0,262144,12.071234,121
1522,1024,2,2,1,2,8,0,1048576,13.64531,44
1523,1024,2,2,1,2,8,0,524288,9.921725,79
1524,1024,2,2,1,2,8,0,262144,10.70069,114
1525,1024,2,2,1,2,16,0,1048576,12.243939,41
1526,1024,2,2,1,2,16,0,524288,11.227176,76
1527,1024,2,2,1,2,16,0,262144,10.950774,117
1528,1024,2,2,1,4,1,0,1048576,10.917505,60
1529,1024,2,2,1,4,1,0,524288,9.670066,91
1530,1024,2,2,1,4,1,0,262144,13.225427,139
1531,1024,2,2,1,4,2,0,1048576,11.088907,47
1532,1024,2,2,1,4,2,0,524288,13.78875,80
1533,1024,2,2,1,4,2,0,262144,11.115229,116
1534,1024,2,2,1,4,4,0,1048576,9.522114,50
1535,1024,2,2,1,4,4,0,524288,11.547352,79
1536,1024,2,2,1,4,4,0,262144,14.141753,124
1537,1024,2,2,1,4,8,0,1048576,8.706187,47
1538,1024,2,2,1,4,8,0,524288,12.637905,96
1539,1024,2,2,1,4,8,0,262144,11.452682,124
1540,1024,2,2,1,4,16,0,1048576,10.697299,57
1541,1024,2,2,1,4,16,0,524288,12.322789,76
1542,1024,2,2,1,4,16,0,262144,9.486408,111
1543,1024,2,2,1,8,1,0,1048576,4.749582,32
1544,1024,2,2,1,8,1,0,524288,5.93644,83
1545,1024,2,2,1,8,1,0,262144,6.796482,158
1546,1024,2,2,1,8,2,0,1048576,6.488944,33
1547,1024,2,2,1,8,2,0,524288,5.344975,81
1548,1024,2,2,1,8,2,0,262144,10.010339,117
1549,1024,2,2,1,8,4,0,1048576,7.063126,36
1550,1024,2,2,1,8,4,0,524288,4.75596,76
1551,1024,2,2,1,8,4,0,262144,6.044318,123
1552,1024,2,2,1,8,8,0,1048576,5.03751,37
1553,1024,2,2,1,8,8,0,524288,6.013084,77
1554,1024,2,2,1,8,8,0,262144,6.188244,127
1555,1024,2,2,1,8,16,0,1048576,5.108027,38
1556,1024,2,2,1,8,16,0,524288,5.662686,72
1557,1024,2,2,1,8,16,0,262144,6.42803,120
1558,1024,2,2,1,16,1,0,1048576,6.81229,37
1559,1024,2,2,1,16,1,0,524288,5.644262,66
1560,1024,2,2,1,16,1,0,262144,7.566793,97
1561,1024,2,2,1,16,2,0,1048576,6.100726,33
1562,1024,2,2,1,16,2,0,524288,4.883322,63
1563,1024,2,2,1,16,2,0,262144,6.144123,106
1564,1024,2,2,1,16,4,0,1048576,6.81491,34
1565,1024,2,2,1,16,4,0,524288,4.890596,56
1566,1024,2,2,1,16,4,0,262144,7.185141,114
1567,1024,2,2,1,16,8,0,1048576,6.554472,37
1568,1024,2,2,1,16,8,0,524288,6.141727,64
1569,1024,2,2,1,16,8,0,262144,6.036391,130
1570,1024,2,2,1,16,16,0,1048576,8.676313,39
1571,1024,2,2,1,16,16,0,524288,5.494031,85
1572,1024,2,2,1,16,16,0,262144,6.454035,125
1573,1024,2,2,2,1,1,0,1048576,7.696843,41
1574,1024,2,2,2,1,1,0,524288,5.753219,61
1575,1024,2,2,2,1,1,0,262144,9.172261,105
1576,1024,2,2,2,1,2,0,1048576,8.452737,39
1577,1024,2,2,2,1,2,0,524288,7.155897,106
1578,1024,2,2,2,1,2,0,262144,5.60634,131
1579,1024,2,2,2,1,4,0,1048576,7.936494,52
1580,1024,2,2,2,1,4,0,524288,5.378415,75
1581,1024,2,2,2,1,4,0,262144,5.270933,131
1582,1024,2,2,2,1,8,0,1048576,11.033707,70
1583,1024,2,2,2,1,8,0,524288,8.550337,90
1584,1024,2,2,2,1,8,0,262144,10.533164,158
1585,1024,2,2,2,1,16,0,1048576,10.418988,67
1586,1024,2,2,2,1,16,0,524288,12.632052,100
1587,1024,2,2,2,1,16,0,262144,10.962548,153
1588,1024,2,2,2,2,1,0,1048576,9.10643,63
1589,1024,2,2,2,2,1,0,524288,10.651509,106
1590,1024,2,2,2,2,1,0,262144,10.033034,169
1591,1024,2,2,2,2,2,0,1048576,6.354258,51
1592,1024,2,2,2,2,2,0,524288,7.125969,93
1593,1024,2,2,2,2,2,0,262144,7.00774,125
1594,1024,2,2,2,2,4,0,1048576,10.709539,58
1595,1024,2,2,2,2,4,0,524288,8.455917,113
1596,1024,2,2,2,2,4,0,262144,8.794444,128
1597,1024,2,2,2,2,8,0,1048576,9.658323,71
1598,1024,2,2,2,2,8,0,524288,13.230235,112
1599,1024,2,2,2,2,8,0,262144,11.610998,174
1600,1024,2,2,2,2,16,0,1048576,8.804822,59
1601,1024,2,2,2,2,16,0,524288,11.256517,124
1602,1024,2,2,2,2,16,0,262144,9.731411,177
1603,1024,2,2,2,4,1,0,1048576,3.80078,34
1604,1024,2,2,2,4,1,0,524288,3.339395,80
1605,1024,2,2,2,4,1,0,262144,4.118587,110
1606,1024,2,2,2,4,2,0,1048576,4.319701,41
1607,1024,2,2,2,4,2,0,524288,3.772749,73
1608,1024,2,2,2,4,2,0,262144,5.639027,96
1609,1024,2,2,2,4,4,0,1048576,4.137005,47
1610,1024,2,2,2,4,4,0,524288,4.881397,62
1611,1024,2,2,2,4,4,0,262144,10.587842,112
1612,1024,2,2,2,4,8,0,1048576,5.211513,36
1613,1024,2,2,2,4,8,0,524288,4.109853,58
1614,1024,2,2,2,4,8,0,262144,6.485761,114
1615,1024,2,2,2,4,16,0,1048576,5.128002,32
1616,1024,2,2,2,4,16,0,524288,4.111138,53
1617,1024,2,2,2,4,16,0,262144,7.617747,152
1618,1024,2,2,2,8,1,0,1048576,4.243884,44
1619,1024,2,2,2,8,1,0,524288,3.418965,65
1620,1024,2,2,2,8,1,0,262144,4.237164,104
1621,1024,2,2,2,8,2,0,1048576,5.541722,42
1622,1024,2,2,2,8,2,0,524288,5.730424,73
1623,1024,2,2,2,8,2,0,262144,5.56914,134
1624,1024,2,2,2,8,4,0,1048576,7.32367,53
1625,1024,2,2,2,8,4,0,524288,6.158382,87
1626,1024,2,2,2,8,4,0,262144,6.023858,139
1627,1024,2,2,2,8,8,0,1048576,5.770628,57
1628,1024,2,2,2,8,8,0,524288,7.747929,101
1629,1024,2,2,2,8,8,0,262144,7.124667,124
1630,1024,2,2,2,8,16,0,1048576,3.931946,42
1631,1024,2,2,2,8,16,0,524288,4.022262,88
1632,1024,2,2,2,8,16,0,262144,5.841473,148
1633,1024,2,2,2,16,1,0,1048576,8.086831,63
1634,1024,2,2,2,16,1,0,524288,6.341585,132
1635,1024,2,2,2,16,1,0,262144,7.267492,205
1636,1024,2,2,2,16,2,0,1048576,6.271008,69
1637,1024,2,2,2,16,2,0,524288,8.831152,118
1638,1024,2,2,2,16,2,0,262144,8.604367,180
1639,1024,2,2,2,16,4,0,1048576,5.686531,40
1640,1024,2,2,2,16,4,0,524288,4.170553,82
1641,1024,2,2,2,16,4,0,262144,3.931867,135
1642,1024,2,2,2,16,8,0,1048576,7.281331,69
1643,1024,2,2,2,16,8,0,524288,8.070957,134
1644,1024,2,2,2,16,8,0,262144,6.924951,193
1645,1024,2,2,2,16,16,0,1048576,7.156167,64
1646,1024,2,2,2,16,16,0,524288,6.645493,118
1647,1024,2,2,2,16,16,0,262144,7.964176,174
1648,1024,2,2,4,1,1,0,1048576,3.20869,37
1649,1024,2,2,4,1,1,0,524288,2.941075,71
1650,1024,2,2,4,1,1,0,262144,3.554303,102
1651,1024,2,2,4,1,2,0,1048576,4.343028,42
1652,1024,2,2,4,1,2,0,524288,3.840389,56
1653,1024,2,2,4,1,2,0,262144,4.001346,118
1654,1024,2,2,4,1,4,0,1048576,4.068568,48
1655,1024,2,2,4,1,4,0,524288,3.333106,64
1656,1024,2,2,4,1,4,0,262144,4.200332,158
1657,1024,2,2,4,1,8,0,1048576,3.787445,43
1658,1024,2,2,4,1,8,0,524288,4.768538,86
1659,1024,2,2,4,1,8,0,262144,3.670278,103
1660,1024,2,2,4,1,16,0,1048576,5.046898,41
1661,1024,2,2,4,1,16,0,524288,2.539582,81
1662,1024,2,2,4,1,16,0,262144,3.119021,136
1663,1024,2,2,4,2,1,0,1048576,5.812616,67
1664,1024,2,2,4,2,1,0,524288,7.252361,118
1665,1024,2,2,4,2,1,0,262144,6.566365,176
1666,1024,2,2,4,2,2,0,1048576,6.001134,54
1667,1024,2,2,4,2,2,0,524288,4.27769,88
1668,1024,2,2,4,2,2,0,262144,3.82868,134
1669,1024,2,2,4,2,4,0,1048576,5.652853,74
1670,1024,2,2,4,2,4,0,524288,4.7834,130
1671,1024,2,2,4,2,4,0,262144,4.824332,155
1672,1024,2,2,4,2,8,0,1048576,5.510315,50
1673,1024,2,2,4,2,8,0,524288,3.636351,86
1674,1024,2,2,4,2,8,0,262144,6.873443,269
1675,1024,2,2,4,2,16,0,1048576,5.484763,78
1676,1024,2,2,4,2,16,0,524288,5.422661,118
1677,1024,2,2,4,2,16,0,262144,4.89338,207
1678,1024,2,2,4,4,1,0,1048576,9.877064,43
1679,1024,2,2,4,4,1,0,524288,6.756634,63
1680,1024,2,2,4,4,1,0,262144,11.656483,96
1681,1024,2,2,4,4,2,0,1048576,9.434983,41
1682,1024,2,2,4,4,2,0,524288,9.577881,81
1683,1024,2,2,4,4,2,0,262144,11.977051,170
1684,1024,2,2,4,4,4,0,1048576,10.804311,42
1685,1024,2,2,4,4,4,0,524288,8.691638,86
1686,1024,2,2,4,4,4,0,262144,11.942709,175
1687,1024,2,2,4,4,8,0,1048576,7.988212,42
1688,1024,2,2,4,4,8,0,524288,8.780654,77
1689,1024,2,2,4,4,8,0,262144,12.225759,161
1690,1024,2,2,4,4,16,0,1048576,9.125093,35
1691,1024,2,2,4,4,16,0,524288,10.994207,103
1692,1024,2,2,4,4,16,0,262144,7.430386,86
1693,1024,2,2,4,8,1,0,1048576,8.497024,40
1694,1024,2,2,4,8,1,0,524288,5.425073,67
1695,1024,2,2,4,8,1,0,262144,11.043552,122
1696,1024,2,2,4,8,2,0,1048576,10.066389,43
1697,1024,2,2,4,8,2,0,524288,10.333372,64
1698,1024,2,2,4,8,2,0,262144,12.416592,95
1699,1024,2,2,4,8,4,0,1048576,7.04314,46
1700,1024,2,2,4,8,4,0,524288,8.796069,61
1701,1024,2,2,4,8,4,0,262144,23.584219,99
1702,1024,2,2,4,8,8,0,1048576,7.568191,43
1703,1024,2,2,4,8,8,0,524288,9.166443,58
1704,1024,2,2,4,8,8,0,262144,13.172145,111
1705,1024,2,2,4,8,16,0,1048576,9.703869,42
1706,1024,2,2,4,8,16,0,524288,7.466286,64
1707,1024,2,2,4,8,16,0,262144,13.372846,107
1708,1024,2,2,4,16,1,0,1048576,10.608397,37
1709,1024,2,2,4,16,1,0,524288,8.78659,83
1710,1024,2,2,4,16,1,0,262144,7.81281,94
1711,1024,2,2,4,16,2,0,1048576,10.467719,43
1712,1024,2,2,4,16,2,0,524288,10.230757,88
1713,1024,2,2,4,16,2,0,262144,9.843342,109
1714,1024,2,2,4,16,4,0,1048576,13.227507,44
1715,1024,2,2,4,16,4,0,524288,10.076936,89
1716,1024,2,2,4,16,4,0,262144,9.940714,99
1717,1024,2,2,4,16,8,0,1048576,9.065008,40
1718,1024,2,2,4,16,8,0,524288,9.904672,73
1719,1024,2,2,4,16,8,0,262144,9.219507,100
1720,1024,2,2,4,16,16,0,1048576,9.272284,44
1721,1024,2,2,4,16,16,0,524288,8.969462,83
1722,1024,2,2,4,16,16,0,262144,9.693602,101
1723,1024,2,2,8,1,1,0,1048576,8.541446,40
1724,1024,2,2,8,1,1,0,524288,8.025541,95
1725,1024,2,2,8,1,1,0,262144,7.932034,107
1726,1024,2,2,8,1,2,0,1048576,12.754483,36
1727,1024,2,2,8,1,2,0,524288,9.704089,81
1728,1024,2,2,8,1,2,0,262144,10.407448,116
1729,1024,2,2,8,1,4,0,1048576,11.606705,40
1730,1024,2,2,8,1,4,0,524288,11.763883,74
1731,1024,2,2,8,1,4,0,262144,9.357317,94
1732,1024,2,2,8,1,8,0,1048576,11.207721,38
1733,1024,2,2,8,1,8,0,524288,9.145527,83
1734,1024,2,2,8,1,8,0,262144,10.670341,105
1735,1024,2,2,8,1,16,0,1048576,9.110908,45
1736,1024,2,2,8,1,16,0,524288,11.408383,82
1737,1024,2,2,8,1,16,0,262144,9.09445,93
1738,1024,2,2,8,2,1,0,1048576,10.614684,41
1739,1024,2,2,8,2,1,0,524288,7.696613,91
1740,1024,2,2,8,2,1,0,262144,7.39997,99
1741,1024,2,2,8,2,2,0,1048576,11.26873,43
1742,1024,2,2,8,2,2,0,524288,8.124318,79
1743,1024,2,2,8,2,2,0,262144,9.169948,104
1744,1024,2,2,8,2,4,0,1048576,10.970957,43
1745,1024,2,2,8,2,4,0,524288,10.373684,85
1746,1024,2,2,8,2,4,0,262144,10.136172,95
1747,1024,2,2,8,2,8,0,1048576,9.467908,40
1748,1024,2,2,8,2,8,0,524288,12.258909,91
1749,1024,2,2,8,2,8,0,262144,9.917961,88
1750,1024,2,2,8,2,16,0,1048576,10.282635,45
1751,1024,2,2,8,2,16,0,524288,8.449271,78
1752,1024,2,2,8,2,16,0,262144,9.848157,93
1753,1024,2,2,8,4,1,0,1048576,4.92744,41
1754,1024,2,2,8,4,1,0,524288,5.303663,81
1755,1024,2,2,8,4,1,0,262144,4.24379,126
1756,1024,2,2,8,4,2,0,1048576,8.060122,32
1757,1024,2,2,8,4,2,0,524288,5.622497,48
1758,1024,2,2,8,4,2,0,262144,10.596896,120
1759,1024,2,2,8,4,4,0,1048576,6.719707,36
1760,1024,2,2,8,4,4,0,524288,4.700597,60
1761,1024,2,2,8,4,4,0,262144,6.308576,101
1762,1024,2,2,8,4,8,0,1048576,6.533357,41
1763,1024,2,2,8,4,8,0,524288,5.948082,59
1764,1024,2,2,8,4,8,0,262144,6.517838,109
1765,1024,2,2,8,4,16,0,1048576,5.180806,44
1766,1024,2,2,8,4,16,0,524288,4.62833,74
1767,1024,2,2,8,4,16,0,262144,3.501881,129
1768,1024,2,2,8,8,1,0,1048576,5.576248,39
1769,1024,2,2,8,8,1,0,524288,5.561739,67
1770,1024,2,2,8,8,1,0,262144,10.327907,114
1771,1024,2,2,8,8,2,0,1048576,5.862847,43
1772,1024,2,2,8,8,2,0,524288,6.303646,53
1773,1024,2,2,8,8,2,0,262144,10.661383,106
1774,1024,2,2,8,8,4,0,1048576,6.830025,41
1775,1024,2,2,8,8,4,0,524288,5.852407,55
1776,1024,2,2,8,8,4,0,262144,5.413476,135
1777,1024,2,2,8,8,8,0,1048576,5.122955,39
1778,1024,2,2,8,8,8,0,524288,5.918712,67
1779,1024,2,2,8,8,8,0,262144,8.72752,107
1780,1024,2,2,8,8,16,0,1048576,7.313031,44
1781,1024,2,2,8,8,16,0,524288,7.424311,69
1782,1024,2,2,8,8,16,0,262144,5.39708,126
1783,1024,2,2,8,16,1,0,1048576,5.881365,43
1784,1024,2,2,8,16,1,0,524288,6.834174,75
1785,1024,2,2,8,16,1,0,262144,6.128136,110
1786,1024,2,2,8,16,2,0,1048576,5.380392,38
1787,1024,2,2,8,16,2,0,524288,7.418554,67
1788,1024,2,2,8,16,2,0,262144,7.540533,113
1789,1024,2,2,8,16,4,0,1048576,6.890722,43
1790,1024,2,2,8,16,4,0,524288,7.032665,68
1791,1024,2,2,8,16,4,0,262144,9.351079,117
1792,1024,2,2,8,16,8,0,1048576,5.607468,39
1793,1024,2,2,8,16,8,0,524288,5.958237,72
1794,1024,2,2,8,16,8,0,262144,5.54941,124
1795,1024,2,2,8,16,16,0,1048576,5.901845,38
1796,1024,2,2,8,16,16,0,524288,6.952889,64
1797,1024,2,2,8,16,16,0,262144,5.908699,114
1798,1024,2,4,1,1,1,0,1048576,6.245243,39
1799,1024,2,4,1,1,1,0,524288,6.713193,66
1800,1024,2,4,1,1,1,0,262144,6.325083,112
1801,1024,2,4,1,1,2,0,1048576,5.172303,43
1802,1024,2,4,1,1,2,0,524288,4.965841,72
1803,1024,2,4,1,1,2,0,262144,8.589679,143
1804,1024,2,4,1,1,4,0,1048576,8.340992,40
1805,1024,2,4,1,1,4,0,524288,7.02985,59
1806,1024,2,4,1,1,4,0,262144,6.074313,122
1807,1024,2,4,1,1,8,0,1048576,7.071653,44
1808,1024,2,4,1,1,8,0,524288,5.796699,76
1809,1024,2,4,1,1,8,0,262144,9.11432,112
1810,1024,2,4,1,1,16,0,1048576,6.495803,44
1811,1024,2,4,1,1,16,0,524288,6.777458,64
1812,1024,2,4,1,1,16,0,262144,8.680292,113
1813,1024,2,4,1,2,1,0,1048576,4.530838,40
1814,1024,2,4,1,2,1,0,524288,3.253365,74
1815,1024,2,4,1,2,1,0,262144,7.303537,102
1816,1024,2,4,1,2,2,0,1048576,4.850199,35
1817,1024,2,4,1,2,2,0,524288,4.069205,63
1818,1024,2,4,1,2,2,0,262144,4.570648,98
1819,1024,2,4,1,2,4,0,1048576,5.277134,37
1820,1024,2,4,1,2,4,0,524288,5.100726,51
1821,1024,2,4,1,2,4,0,262144,4.022114,116
1822,1024,2,4,1,2,8,0,1048576,5.975576,43
1823,1024,2,4,1,2,8,0,524288,4.125647,69
1824,1024,2,4,1,2,8,0,262144,3.946622,119
1825,1024,2,4,1,2,16,0,1048576,3.922147,39
1826,1024,2,4,1,2,16,0,524288,3.478394,64
1827,1024,2,4,1,2,16,0,262144,8.30377,108
1828,1024,2,4,1,4,1,0,1048576,4.278832,43
1829,1024,2,4,1,4,1,0,524288,4.112517,57
1830,1024,2,4,1,4,1,0,262144,8.278793,108
1831,1024,2,4,1,4,2,0,1048576,5.319164,50
1832,1024,2,4,1,4,2,0,524288,4.568736,54
1833,1024,2,4,1,4,2,0,262144,7.409066,114
1834,1024,2,4,1,4,4,0,1048576,4.441774,40
1835,1024,2,4,1,4,4,0,524288,5.770286,66
1836,1024,2,4,1,4,4,0,262144,4.667271,123
1837,1024,2,4,1,4,8,0,1048576,4.871343,38
1838,1024,2,4,1,4,8,0,524288,4.994052,62
1839,1024,2,4,1,4,8,0,262144,5.859732,116
1840,1024,2,4,1,4,16,0,1048576,5.538532,38
1841,1024,2,4,1,4,16,0,524288,4.047388,55
1842,1024,2,4,1,4,16,0,262144,3.568092,121
1843,1024,2,4,1,8,1,0,1048576,4.691656,40
1844,1024,2,4,1,8,1,0,524288,3.95924,61
1845,1024,2,4,1,8,1,0,262144,4.251158,118
1846,1024,2,4,1,8,2,0,1048576,4.141738,40
1847,1024,2,4,1,8,2,0,524288,4.793927,62
1848,1024,2,4,1,8,2,0,262144,4.901505,129
1849,1024,2,4,1,8,4,0,1048576,4.744498,41
1850,1024,2,4,1,8,4,0,524288,4.960744,59
1851,1024,2,4,1,8,4,0,262144,3.369562,110
1852,1024,2,4,1,8,8,0,1048576,5.639024,47
1853,1024,2,4,1,8,8,0,524288,5.507925,68
1854,1024,2,4,1,8,8,0,262144,5.079666,120
1855,1024,2,4,1,8,16,0,1048576,3.916459,42
1856,1024,2,4,1,8,16,0,524288,4.43249,67
1857,1024,2,4,1,8,16,0,262144,7.653064,101
1858,1024,2,4,1,16,1,0,1048576,4.419492,43
1859,1024,2,4,1,16,1,0,524288,3.494451,96
1860,1024,2,4,1,16,1,0,262144,3.355963,101
1861,1024,2,4,1,16,2,0,1048576,3.826971,41
1862,1024,2,4,1,16,2,0,524288,4.103653,105
1863,1024,2,4,1,16,2,0,262144,3.9639,120
1864,1024,2,4,1,16,4,0,1048576,3.390591,41
1865,1024,2,4,1,16,4,0,524288,3.546542,63
1866,1024,2,4,1,16,4,0,262144,4.392173,135
1867,1024,2,4,1,16,8,0,1048576,4.283946,39
1868,1024,2,4,1,16,8,0,524288,4.089157,110
1869,1024,2,4,1,16,8,0,262144,4.147029,154
1870,1024,2,4,1,16,16,0,1048576,5.221453,45
1871,1024,2,4,1,16,16,0,524288,3.985041,68
1872,1024,2,4,1,16,16,0,262144,4.007912,113
1873,1024,2,4,2,1,1,0,1048576,4.603329,48
1874,1024,2,4,2,1,1,0,524288,4.161217,95
1875,1024,2,4,2,1,1,0,262144,5.688127,160
1876,1024,2,4,2,1,2,0,1048576,3.284013,49
1877,1024,2,4,2,1,2,0,524288,3.370116,88
1878,1024,2,4,2,1,2,0,262144,3.275941,131
1879,1024,2,4,2,1,4,0,1048576,4.848991,40
1880,1024,2,4,2,1,4,0,524288,4.48175,93
1881,1024,2,4,2,1,4,0,262144,4.156883,174
1882,1024,2,4,2,1,8,0,1048576,3.306844,45
1883,1024,2,4,2,1,8,0,524288,3.632416,84
1884,1024,2,4,2,1,8,0,262144,4.841876,146
1885,1024,2,4,2,1,16,0,1048576,3.717564,51
1886,1024,2,4,2,1,16,0,524288,4.891308,90
1887,1024,2,4,2,1,16,0,262144,3.950618,99
1888,1024,2,4,2,2,1,0,1048576,9.877064,43
1889,1024,2,4,2,2,1,0,524288,6.756634,63
1890,1024,2,4,2,2,1,0,262144,11.656483,96
1891,1024,2,4,2,2,2,0,1048576,9.434983,41
1892,1024,2,4,2,2,2,0,524288,9.577881,81
1893,1024,2,4,2,2,2,0,262144,11.977051,170
1894,1024,2,4,2,2,4,0,1048576,10.804311,42
1895,1024,2,4,2,2,4,0,524288,8.691638,86
1896,1024,2,4,2,2,4,0,262144,11.942709,175
1897,1024,2,4,2,2,8,0,1048576,7.988212,42
1898,1024,2,4,2,2,8,0,524288,8.780654,77
1899,1024,2,4,2,2,8,0,262144,12.225759,161
1900,1024,2,4,2,2,16,0,1048576,9.125093,35
1901,1024,2,4,2,2,16,0,524288,10.994207,103
1902,1024,2,4,2,2,16,0,262144,7.430386,86
1903,1024,2,4,2,4,1,0,1048576,9.309334,37
1904,1024,2,4,2,4,1,0,524288,8.580834,64
1905,1024,2,4,2,4,1,0,262144,14.795652,121
1906,1024,2,4,2,4,2,0,1048576,12.882872,42
1907,1024,2,4,2,4,2,0,524288,10.31081,61
1908,1024,2,4,2,4,2,0,262144,9.686596,131
1909,1024,2,4,2,4,4,0,1048576,12.029558,43
1910,1024,2,4,2,4,4,0,524288,9.836652,66
1911,1024,2,4,2,4,4,0,262144,10.095052,100
1912,1024,2,4,2,4,8,0,1048576,10.710972,49
1913,1024,2,4,2,4,8,0,524288,7.776367,62
1914,1024,2,4,2,4,8,0,262144,14.965142,138
1915,1024,2,4,2,4,16,0,1048576,9.930918,47
1916,1024,2,4,2,4,16,0,524288,7.101034,67
1917,1024,2,4,2,4,16,0,262144,9.404428,101
1918,1024,2,4,2,8,1,0,1048576,11.043328,51
1919,1024,2,4,2,8,1,0,524288,8.174512,65
1920,1024,2,4,2,8,1,0,262144,8.529085,99
1921,1024,2,4,2,8,2,0,1048576,13.236112,42
1922,1024,2,4,2,8,2,0,524288,9.848119,63
1923,1024,2,4,2,8,2,0,262144,9.784194,107
1924,1024,2,4,2,8,4,0,1048576,11.694117,44
1925,1024,2,4,2,8,4,0,524288,11.467149,61
1926,1024,2,4,2,8,4,0,262144,9.567597,106
1927,1024,2,4,2,8,8,0,1048576,10.401863,52
1928,1024,2,4,2,8,8,0,524288,8.954735,53
1929,1024,2,4,2,8,8,0,262144,10.062745,101
1930,1024,2,4,2,8,16,0,1048576,10.444038,43
1931,1024,2,4,2,8,16,0,524288,11.05278,68
1932,1024,2,4,2,8,16,0,262144,8.986347,104
1933,1024,2,4,2,16,1,0,1048576,9.452415,47
1934,1024,2,4,2,16,1,0,524288,7.805013,65
1935,1024,2,4,2,16,1,0,262144,8.256356,102
1936,1024,2,4,2,16,2,0,1048576,10.27061,44
1937,1024,2,4,2,16,2,0,524288,11.801235,70
1938,1024,2,4,2,16,2,0,262144,9.51846,97
1939,1024,2,4,2,16,4,0,1048576,9.348928,46
1940,1024,2,4,2,16,4,0,524288,10.829669,63
1941,1024,2,4,2,16,4,0,262144,11.838948,111
1942,1024,2,4,2,16,8,0,1048576,8.47248,40
1943,1024,2,4,2,16,8,0,524288,10.410102,65
1944,1024,2,4,2,16,8,0,262144,9.170964,119
1945,1024,2,4,2,16,16,0,1048576,10.62002,55
1946,1024,2,4,2,16,16,0,524288,9.840056,65
1947,1024,2,4,2,16,16,0,262144,10.050679,128
1948,1024,2,4,4,1,1,0,1048576,8.340134,52
1949,1024,2,4,4,1,1,0,524288,11.354447,60
1950,1024,2,4,4,1,1,0,262144,9.61356,97
1951,1024,2,4,4,1,2,0,1048576,9.240124,44
1952,1024,2,4,4,1,2,0,524288,9.037044,60
1953,1024,2,4,4,1,2,0,262144,8.424045,123
1954,1024,2,4,4,1,4,0,1048576,10.962326,45
1955,1024,2,4,4,1,4,0,524288,9.478099,65
1956,1024,2,4,4,1,4,0,262144,10.162589,131
1957,1024,2,4,4,1,8,0,1048576,9.086967,40
1958,1024,2,4,4,1,8,0,524288,9.862684,66
1959,1024,2,4,4,1,8,0,262144,9.644409,120
1960,1024,2,4,4,1,16,0,1048576,9.491164,57
1961,1024,2,4,4,1,16,0,524288,9.520782,57
1962,1024,2,4,4,1,16,0,262144,9.971646,118
1963,1024,2,4,4,2,1,0,1048576,4.92744,41
1964,1024,2,4,4,2,1,0,524288,5.303663,81
1965,1024,2,4,4,2,1,0,262144,4.24379,126
1966,1024,2,4,4,2,2,0,1048576,8.060122,32
1967,1024,2,4,4,2,2,0,524288,5.622497,48
1968,1024,2,4,4,2,2,0,262144,10.596896,120
1969,1024,2,4,4,2,4,0,1048576,6.719707,36
1970,1024,2,4,4,2,4,0,524288,4.700597,60
1971,1024,2,4,4,2,4,0,262144,6.308576,101
1972,1024,2,4,4,2,8,0,1048576,6.533357,41
1973,1024,2,4,4,2,8,0,524288,5.948082,59
1974,1024,2,4,4,2,8,0,262144,6.517838,109
1975,1024,2,4,4,2,16,0,1048576,6.840383,39
1976,1024,2,4,4,2,16,0,524288,4.32737,86
1977,1024,2,4,4,2,16,0,262144,5.023877,125
1978,1024,2,4,4,4,1,0,1048576,7.435803,39
1979,1024,2,4,4,4,1,0,524288,6.178366,88
1980,1024,2,4,4,4,1,0,262144,6.439526,113
1981,1024,2,4,4,4,2,0,1048576,8.786277,36
1982,1024,2,4,4,4,2,0,524288,6.975121,71
1983,1024,2,4,4,4,2,0,262144,5.191372,127
1984,1024,2,4,4,4,4,0,1048576,6.579524,34
1985,1024,2,4,4,4,4,0,524288,6.969684,63
1986,1024,2,4,4,4,4,0,262144,5.998717,137
1987,1024,2,4,4,4,8,0,1048576,6.603714,39
1988,1024,2,4,4,4,8,0,524288,5.709461,57
1989,1024,2,4,4,4,8,0,262144,6.113594,122
1990,1024,2,4,4,4,16,0,1048576,7.411421,46
